text,intent
was wearing a outfit with bells one leg red and the other leg,surprise
old he was such a jolly and and so much the life and soul of the Not at all my idea of a,surprise
The overiding feeling among local people is one of relief that the party is,surprise
was a tall muscular man of about his own age standing naked before grinning from ear to,surprise
a Freudian slip it,surprise
They should not stand on ceremony and overtly assert their,surprise
of a close,surprise
Safety in numbers was an,surprise
The Mishcon job came like a bolt from the,surprise
His jaw dropped slightly as he took them,surprise
He jumped out of his skin like been,surprise
Meryl was struck,surprise
main bone of contention is not the Josef building but the plan to raise the adjacent sculpture garden on top a parking masking it from pedestrian view with a sixteen foot stone,surprise
what it was all about six years why you were a bundle of nerves every time I came anywhere near because you cope with your,surprise
Incredibly deep,surprise
looked at in his olive greens and he looked a fish out of,surprise
following Mrs Thatcher had a change of and asked him to flesh out his,surprise
moment later the two of them had disappeared into the leaving me standing there in the feeling suddenly weak at the,surprise
The interruption had knocked her thoughts out of sync,surprise
sure that our clothing would pass muster at the but others in the crowd were even more outlandish and,surprise
Marie Brown thought she was one of the fortunate ones to sail through,surprise
It was completely out of the,surprise
His jaw,surprise
pulled it up again and lo and there was water in the,surprise
Ashi found herself rooted to the spot in disbelief as she watched the threshing legs of her,surprise
Talk about seeing is,surprise
Simon had the satisfaction of seeing the chief inspector momentarily struck,surprise
How about that for a Freudian,surprise
was only pulling your his face collapsed with,surprise
were high and,surprise
was too tall and but her quality shone out like a light as she passed into the and the noise and the tension that are part of even the smallest race,surprise
No got them in the,surprise
months ago we came on leaps and and surprised even ourselves by winning the All,surprise
And so the moment of,surprise
If he played golf as badly as that pack it,surprise
Then out of the blue he got a phone call asking if he was still interested in the car as it had to be sold to make space for the,surprise
jaw dropped,surprise
This amounts to a quest for possible ways in which Tit for Tat individuals might happen to cluster together in sufficient numbers that they can all benefit at the,surprise
She returned with a bravado somewhat at odds with the way she was,surprise
Why were the prophets so dead set against,surprise
head roared with neon pins and at once visual and,surprise
You mean all right to sleep with you under your own roof with your mother there although not quite the done thing,surprise
spite of recent emotional dramas or you must put on a brave face and allow others to share your,surprise
You come out of a tight spot smelling of,surprise
that was a close,surprise
Perhaps the most dramatic fall from grace was the case of Hu,surprise
Why should he suddenly have materialized out of the,surprise
jaw dropped and she was conscious of a sliver of tender warmth slipping into her,surprise
startled was he by this sudden Ryker momentarily rooted to the,surprise
Power is prepared to run through a Willie is as hard as nails and Liam Simpson takes no,surprise
hit me on the back of the and I went out like a,surprise
would you like to be an innocent old woman quietly doing your and then get a letter like that out of the,surprise
jaw,surprise
Obviously recording will raise,surprise
Baby kidnapper Caren McSweeney is so stunned by what she did that she has been struck,surprise
But there was no love lost between the,surprise
for many employees constructive dismissal claims give rise to a Catch,surprise
Or a mite more forgiving in a tight,surprise
Signor letter had come out of the,surprise
A bolt from the blue is how Dounreay described hearing of her thrilling news that she had been awarded the MBE in The birthday,surprise
out of the the radio station sacked,surprise
jaw dropped open in,surprise
was staring at struck when suddenly he let go one of her arms and placed an arm about her,surprise
was taken but deep down I totally,surprise
a challenge all the more remarkable for the fact that not so long ago jetting off on holiday made her weak at the,surprise
Many centuries of trial and error would elapse before dark secret would be,surprise
It was a close,surprise
before I had finished this wearisome the cheque arrived out of the,surprise
American is standing in an Oxford jaw,surprise
lo and what should they see but the tiger and the jackal coming toward them with their tails tied,surprise
